No,PO,district,Win name,ycoord,xcoord,on_footpath,num_driver
1,สขพ. 1,คลองสาน,ตรงข้ามโรงรับจำนำอิ๋วหลี ถนนเจริญรัถ,13.725416,100.49273,0,9
2,สขพ. 1,คลองสาน,หัวมุมถนนเจริญรัถ - ตากสิน,13.725251,100.495347,0,18
3,สขพ. 1,คลองสาน,ซอยเจริญรัถ 1 (ตลาดเจริญรัถ),13.725373,100.495379,0,21
4,สขพ. 1,คลองสาน,หน้าห้างโรบินสัน,13.726724,100.495073,0,11
5,สขพ. 1,คลองสาน,ซอยท่าดินแดง 7,13.731554,100.501941,0,3
6,สขพ. 1,คลองสาน,ซอยอิสรภาพ 5,13.730308,100.495898,0,13
7,สขพ. 1,คลองสาน,ซอยสมเด็จเจ้าพระยา 7,13.732921,100.5006,0,3
8,สขพ. 1,คลองสาน,หน้าสวนสมเด็จย่า,13.73375,100.498261,0,4
9,สขพ. 1,คลองสาน,หน้าโรงภาพยนต์ฮาวาย,13.726869,100.499485,0,10
10,สขพ. 1,คลองสาน,ซอยสมเด็จเจ้าพระยา 7,13.732921,100.5006,0,5
11,สขพ. 1,คลองสาน,ศาลเจ้ากวนอู,13.737462,100.500039,0,5
12,สขพ. 1,คลองสาน,ถนนลาดหญ้า (หน้าร้านเอวอน),13.727817,100.499677,1,5
13,สขพ. 1,คลองสาน,ปากซอยท่าดินแดง 14,13.733998,100.502858,0,16
14,สขพ. 1,คลองสาน,ปากซอยเจริญรัถ 11,13.726957,100.501803,0,5
15,สขพ. 1,คลองสาน,โรงเรียนผดุงกิจ ถนนเจริญรัถ,13.728451,100.508419,0,7
16,สขพ. 1,คลองสาน,ซอยลาดหญ้า 8,13.727823,100.499623,0,2
17,สขพ. 1,คลองสาน,ตรงข้ามโรงพยาบาลตากสิน,13.7305858,100.5073013,0,4
18,สขพ. 1,คลองสาน,ถนนเชียงใหม่ (วัดทองธรรมชาติ),13.7314778,100.5055363,0,9
19,สขพ. 1,คลองสาน,ซอยลาดหญ้า 13,13.728698,100.502814,0,2
20,สขพ. 1,คลองสาน,ซอยท่าดินแดง 1 ,13.7294497,100.5012364,0,5
21,สขพ. 1,คลองสาน,ท่าน้ำท่าดินแดง,13.7365972,100.5037339,0,34
22,สขพ. 1,คลองสาน,ถนนกรุงธนบุรี 1 ,13.721312,100.49521,1,28
23,สขพ. 1,คลองสาน,หน้าโรงแรมเพนนินซูล่า,13.725161,100.509391,1,10
24,สขพ. 1,คลองสาน,ซอยเจริญนคร 10 ,13.7246176,100.5090678,1,12
25,สขพ. 1,คลองสาน,ซอยราษฎร์ร่วมเจริญ ตัดถนนกรุงธนบุรี,13.722173,100.495495,0,6
26,สขพ. 1,คลองสาน,ซอยเจริญนคร 14 (หลังวัดทองเพลง),13.724126,100.501044,0,8
27,สขพ. 1,คลองสาน,ซอยเจริญนคร 14 (ซอยวนาวรรณ 2),13.722838,100.502305,0,10
28,สขพ. 1,คลองสาน,ซอยเจริญนคร 14 (ปากซอยกรุงธนบุรี),13.722183,100.50717,0,9
29,สขพ. 1,คลองสาน,ซอยเจริญนคร 14 (หน้าวัดทองเพลง),13.724068,100.500038,0,4
30,สขพ. 1,คลองสาน,ซอยเจริญนคร 14 (ถนนปูนเซเว่น),13.72222,100.50704,0,18
31,สขพ. 1,คลองสาน,ซอยเทียมบุญยัง,13.72388,100.497693,0,10
32,สขพ. 1,คลองสาน,ซอยเจริญรัถ 30,13.726421,100.499964,0,6
33,สขพ. 1,คลองสาน,ซอยเจริญรัถ 20,13.727478,100.504086,0,13
34,สขพ. 1,คลองสาน,ซอยเจริญรัถ 14,13.726193,100.499023,0,7
35,สขพ. 1,คลองสาน,ซอยเจริญรัถ 8,13.725201,100.494212,0,5
36,สขพ. 1,คลองสาน,ถนนกรุงธนบุรี หน้าอาคารสินสาทร,13.721263,100.499944,1,18
37,สขพ. 1,คลองสาน,กรุงธนบุรี 1 (สะพานลอย) ,13.721223,100.495605,0,4
38,สขพ. 1,คลองสาน,ท่าเรือท่าน้ำสาทร,13.720478,100.509791,0,14
39,สขพ. 1,คลองสาน,คลองสานพลาซ่า,13.730741,100.507014,0,21
40,สขพ. 1,คลองสาน,ซอยเจริญนคร 9,13.7239546,100.5091595,1,9
41,สขพ. 1,คลองสาน,ปากซอยเจริญนคร 46,13.709915,100.496557,0,14
42,สขพ. 1,คลองสาน,แยกถนนกรุงธนบุรี 6,13.72003,100.499394,0,2
43,สขพ. 1,คลองสาน,ศูนย์บริการสาธารณสุขที่ 28,13.720284,100.501872,1,11
44,สขพ. 1,คลองสาน,ปากซอยเจริญนคร 21  ,13.7167135,100.5072193,1,2
45,สขพ. 1,คลองสาน,ปากซอยเจริญนคร 28,13.713785,100.504076,1,53
46,สขพ. 1,คลองสาน,ปากซอยสำปาย้านอก,13.717755,100.494014,0,4
47,สขพ. 1,คลองสาน,หน้าวัดสุทธาราม (หลวงพ่อฉิม),13.712902,100.49391,0,21
48,สขพ. 1,คลองสาน,ปากซอยเจริญนคร 18 ,13.718065,100.507918,1,17
49,สขพ. 1,คลองสาน,หน้าตลาดวัดเศวตฉัตร,13.715805,100.505912,0,13
50,สขพ. 1,คลองสาน,ชุมชนสำปาย้าพัฒนา,13.716536,100.499253,0,30
51,สขพ. 1,คลองสาน,ปากซอยเจริญนคร 24,13.71002,100.49702,1,3
52,สขพ. 1,คลองสาน,หน้าตลาดเจริญนคร ,13.710946,100.498485,0,10
53,สขพ. 1,คลองสาน,แยกถนนกรุงธนบุรี 6,13.72003,100.499374,1,50
54,สขพ. 1,คลองสาน,หน้าร้านอาหารกรทอง,13.720631,100.49549,0,10
55,สขพ. 1,คลองสาน,สารภี 3 ตัดใหม่ (กรุงธนบุรี 4),13.711894,100.500333,0,9
56,สขพ. 1,คลองสาน,ปากซอยเจริญนคร 34,13.713946,100.503945,1,36
57,สขพ. 1,คลองสาน,ปากซอยเจริญนคร 39,13.714422,100.504649,0,14
58,สขพ. 1,คลองสาน,ปากซอยศรีสุข (เจ๊แดง),13.7180108,100.5007671,0,1
59,สขพ. 1,คลองสาน,หน้าบ้านผู้การ ,13.719097,100.494297,0,5
60,สขพ. 1,คลองสาน,ชุมชนคลองพระยาเกษม ,13.712608,100.502251,1,5
61,สขพ. 1,คลองสาน,ปากซอยเจริญนคร 55 ,13.709719,100.496542,1,5
62,สขพ. 1,คลองสาน,ปากซอยกรุงธนบุรี 2 สถานีรถไฟฟ้าBTS วงเวียนใหญ่,13.720706,100.49408,1,54
63,สขพ. 1,คลองสาน,กรุงธนบุรี 4 (BTS วงเวียนใหญ่),13.720591,100.49553,0,20
64,สขพ. 1,คลองสาน,BTS กรุงธนบุรี 8,13.720567,100.504119,1,8
65,สขพ. 1,คลองสาน,ปากซอยเจริญนคร 34,13.713946,100.503945,1,17
66,สขพ. 1,คลองสาน,BTS กรุงธนบุรี (ตึกไทยศรีซูริค),13.720863,100.501622,1,35
67,สขพ. 1,คลองสาน,ปากซอยเจริญนคร 14/2,13.720463,100.508506,1,11
68,สขพ. 1,คลองสาน,ปากซอยเจริญนคร 26,13.714465,100.504744,0,4
69,สขพ. 1,คลองสาน,ม. พระจอมเกล้า ถนนกรุงธนบุรี,13.720653,100.498502,1,7
70,สขพ. 1,คลองสาน,ปากซอยเจริญนคร 17,13.7179534,100.5078218,1,4
71,สขพ. 1,คลองสาน,ปากซอยเจริญนคร 53,13.710238,100.4973325,0,2
72,สขพ. 1,คลองสาน,เสนาเฟสท์ ,13.718887,100.509091,0,15
73,สขพ. 1,คลองสาน,คลองสานพลาซ่า,13.730741,100.506988,1,9
74,สขพ. 1,คลองสาน,สถานีรถไฟฟ้ากรุงธนบุรี (ท่ารถเมล์ 84) ใกล้ปากซอยกรุงธนบุรี 5,13.721205,100.502731,1,40
75,สขพ. 1,คลองสาน,ปากซอยเจริญนคร 14 ,13.7215,100.508344,0,16
76,สขพ. 1,คลองสาน,ซอยเจริญรัถ 24 สุดซอย,13.728054,100.506192,0,3
77,สขพ. 1,คลองสาน,หน้าสำนักงานเขตคลองสาน,13.710704,100.48751,0,6
78,สขพ. 1,คลองสาน,ปากซอยเจริญนคร 6,13.72621,100.509002,1,25
79,สขพ. 1,คลองสาน,ซอยเจริญนคร 4 ,13.72697,100.508933,1,5
80,สขพ. 1,คลองสาน,ซอยเจริญรัถ 12 ,13.725984,100.497694,1,4
81,สขพ. 1,คลองสาน,ซอยเจริญรัถ 3 ,13.726891,100.499433,0,7
82,สขพ. 1,คลองสาน,ซอยเจริญนคร 12,13.723168,100.508971,0,6
83,สขพ. 1,คลองสาน,หน้าธนาคารธนชาติ (สาขาวงเวียนใหญ่) ,13.726703,100.493648,1,13
84,สขพ. 1,คลองสาน,อิสรภาพ 14 - 16 ,13.730527,100.4954,0,11
85,สขพ. 1,คลองสาน,พญาไม้,13.735722,100.497269,0,10
86,สขพ. 1,คลองสาน,สถานีรถไฟฟ้า BTS วงเวียนใหญ่ ก่อนถึงกรุงธนบุรี ซอย 1,13.721323,100.494852,1,24
87,สขพ. 1,คลองสาน,ซอยเจริญนคร 7 ,13.726181,100.509315,0,5
88,สขพ. 1,คลองสาน,เดอะริเวอร์ ,13.723522,100.509113,1,8
89,สขพ. 1,คลองสาน,อิสรภาพ ซอย 3,13.728925,100.500218,0,10
90,สขพ. 1,คลองสาน,หน้าไอคอนสยาม,13.726616,100.50936,1,52
91,สขพ. 1,บางคอแหลม,เจริญกรุง 75,13.70951,100.510457,1,11
92,สขพ. 1,บางคอแหลม,เจริญกรุง 77,13.708473,100.508905,1,6
93,สขพ. 1,บางคอแหลม,เจริญกรุง 81,13.707178,100.510917,0,9
94,สขพ. 1,บางคอแหลม,เจริญกรุง 79,13.707678,100.506678,0,37
95,สขพ. 1,บางคอแหลม,เจริญกรุง 85 ,13.707129,100.507712,0,44
96,สขพ. 1,บางคอแหลม,เจริญกรุง 72,13.7074,100.506365,1,6
97,สขพ. 1,บางคอแหลม,เจริญกรุง 87,13.706251,100.506889,0,12
98,สขพ. 1,บางคอแหลม,วัดราชสิงขร,13.705622,100.502823,0,9
99,สขพ. 1,บางคอแหลม,เจริญกรุง 91,13.704509,100.503181,0,134
100,สขพ. 1,บางคอแหลม,เจริญกรุง 99,13.702795,100.501136,0,161
101,สขพ. 1,บางคอแหลม,เจริญกรุง 76/1,13.700966,100.499046,1,8
102,สขพ. 1,บางคอแหลม,เจริญกรุง 78,13.700406,100.500429,1,19
103,สขพ. 1,บางคอแหลม,เจริญกรุง 82,13.699157,100.49903,1,6
104,สขพ. 1,บางคอแหลม,หน้าตลาดบางคอแหลม,13.698124,100.496069,0,21
105,สขพ. 1,บางคอแหลม,เจริญกรุง 109,13.695318,100.492362,0,20
106,สขพ. 1,บางคอแหลม,เจริญกรุงคอนโด ,13.693492,100.497925,0,7
107,สขพ. 1,บางคอแหลม,อู่เรือวังเจ้า,13.698821,100.495692,0,13
108,สขพ. 1,บางคอแหลม,สวนสวย,13.697704,100.496746,1,8
109,สขพ. 1,บางคอแหลม,สี่แยกถนนตก,13.69321,100.501666,1,4
110,สขพ. 1,บางคอแหลม,หลังป้อมฯถนนตก,13.697361,100.497983,0,11
111,สขพ. 1,บางคอแหลม,พระราม 3 ซอย 3,13.692932,100.501245,1,7
112,สขพ. 1,บางคอแหลม,พระราม 3 ซอย 7,13.689932,100.511506,0,3
113,สขพ. 1,บางคอแหลม,ฟิวเจอร์มาร์ท ,13.689309,100.545554,1,6
114,สขพ. 1,บางคอแหลม,หน้าสวนเฉลิมพระเกียรติ,13.686178,100.519463,1,5
115,สขพ. 1,บางคอแหลม,วัดจันทร์นอก ,13.696217,100.498152,1,1
116,สขพ. 1,บางคอแหลม,โรคปอด,13.702071,100.512881,1,15
117,สขพ. 1,บางคอแหลม,สุดประเสริฐ 6,13.703552,100.513853,0,3
118,สขพ. 1,บางคอแหลม,สุดประเสริฐ 4,13.702882,100.514039,0,7
119,สขพ. 1,บางคอแหลม,สุดประเสริฐ 4 ท,13.70083,100.512933,0,3
120,สขพ. 1,บางคอแหลม,สุดประเสริฐ 13,13.704732,100.514554,1,8
121,สขพ. 1,บางคอแหลม,สุดประเสริฐ 7,13.700115,100.511049,0,12
122,สขพ. 1,บางคอแหลม,สุดประเสริฐ 3,13.699217,100.5113,1,10
123,สขพ. 1,บางคอแหลม,แฉล้มนิมิตร 12,13.698289,100.511263,1,6
124,สขพ. 1,บางคอแหลม,แฉล้มนิมิตร 5,13.695721,100.509314,1,22
125,สขพ. 1,บางคอแหลม,แฉล้มนิมิตร 3,13.694167,100.508461,1,2
126,สขพ. 1,บางคอแหลม,ประดู่ 3,13.697051,100.498485,1,27
127,สขพ. 1,บางคอแหลม,ประดู่ 7-15,13.695377,100.502658,1,30
128,สขพ. 1,บางคอแหลม,วัดจันทร์ใน,13.693487,100.504532,0,34
129,สขพ. 1,บางคอแหลม,อำนวยรักษ์คอนโด,13.696666,100.504277,0,19
130,สขพ. 1,บางคอแหลม,ประดู่ 36,13.693161,100.507898,1,16
131,สขพ. 1,บางคอแหลม,ประดู่ 40,13.692895,100.508447,1,17
132,สขพ. 1,บางคอแหลม,ประดู่ 33,13.692474,100.509807,0,8
133,สขพ. 1,บางคอแหลม,วัดเรืองยศ  ,13.6911312,100.5127784,0,26
134,สขพ. 1,บางคอแหลม,บริษัทวาโก้,13.691638,100.514862,0,47
135,สขพ. 1,บางคอแหลม,วัดไทร,13.689028,100.51374,0,109
136,สขพ. 1,บางคอแหลม,ราษฎร์อุทิศ 2 ท,13.719968,100.471286,0,14
137,สขพ. 1,บางคอแหลม,หน้าไอด้า,13.695162,100.52474,0,13
138,สขพ. 1,บางคอแหลม,หน้าสุเหร่าอมันนฤมิตร,13.69397,100.526897,0,16
139,สขพ. 1,บางคอแหลม,ชุมชนโรงแก้ว,13.698315,100.528881,1,20
140,สขพ. 1,บางคอแหลม,ไผ่เงิน ซอย 43,13.699061,100.527617,1,13
141,สขพ. 1,บางคอแหลม,ไผ่เงิน ซอย 22,13.700741,100.525103,1,18
142,สขพ. 1,บางคอแหลม,หลังชุมชนไผ่เงิน ,13.697096,100.52265,0,24
143,สขพ. 1,บางคอแหลม,ร.ร วาสุเทวี,13.700226,100.526168,1,15
144,สขพ. 1,บางคอแหลม,หน้าโรงเรียนวัดไผ่เงิน,13.701543,100.524029,1,8
145,สขพ. 1,บางคอแหลม,ไผ่เงินทาวเฮ้าส์,13.700839,100.525143,0,19
146,สขพ. 1,บางคอแหลม,ตระกูลโต๋ว ซอย 18,13.702118,100.523253,0,29
147,สขพ. 1,บางคอแหลม,ตระกูลโต๋ว ซอย 19,13.702125,100.523069,0,6
148,สขพ. 1,บางคอแหลม,อยู่ดี 4,13.696604,100.515597,1,36
149,สขพ. 1,บางคอแหลม,อยู่ดี 18,13.702165,100.521088,1,23
150,สขพ. 1,บางคอแหลม,อยู่ดี 16,13.696597,100.515598,1,4
151,สขพ. 1,บางคอแหลม,อยู่ดี 10,13.702166,100.521078,1,10
152,สขพ. 1,บางคอแหลม,อยู่ดี 5,13.699956,100.517808,1,12
153,สขพ. 1,บางคอแหลม,อยู่ดี 11,13.699192,100.518687,1,19
154,สขพ. 1,บางคอแหลม,อยู่ดี 24 - 25,13.631552,100.447762,1,3
155,สขพ. 1,บางคอแหลม,กิ่งจันทน์,13.7084,100.513771,1,55
156,สขพ. 1,บางคอแหลม,ฮอนด้าพระราม 3,13.692047,100.503775,1,4
157,สขพ. 1,บางคอแหลม,ข้างโตโยต้าเจริญราษฎร์,13.701911,100.515373,1,7
158,สขพ. 1,บางคอแหลม,ตรงข้ามปั้มบางจากถนนเจริญราษฎร์,13.703314,100.515626,1,47
159,สขพ. 1,บางคอแหลม,เจริญกรุง 85 (กลางคืน),13.707226,100.507992,0,19
160,สขพ. 1,บางคอแหลม,เจริญกรุง 85 แยก 6,13.700946,100.516565,0,26
161,สขพ. 1,บางคอแหลม,ร.พ.เจริญกรุงฯ,13.6948864,100.492124,0,2
162,สขพ. 1,บางคอแหลม,อู่เรือวังเจ้า,13.698821,100.495692,1,2
163,สขพ. 1,บางคอแหลม,ครัวสวนแก้ว,13.695973,100.512209,1,8
164,สขพ. 1,บางคอแหลม,ประดู่ 21,13.697585,100.505234,1,5
165,สขพ. 1,บางคอแหลม,ไทยศิลป์,13.691902,100.522803,1,4
166,สขพ. 1,บางคอแหลม,ไทยศิลป์,13.691902,100.522803,0,12
167,สขพ. 1,บางคอแหลม,ประดู่ 54,13.630751,100.45072,1,33
168,สขพ. 1,บางคอแหลม,ราษฎร์อุทิศ 2,13.695904,100.52011,0,11
169,สขพ. 1,บางคอแหลม,อยู่ดี 8,13.69832,100.518867,1,10
170,สขพ. 1,บางคอแหลม,สาธุประดิษฐ์ 20,13.700783,100.530671,1,21
171,สขพ. 1,บางคอแหลม,สาธุประดิษฐ์ 16,13.701474,100.530403,1,12
172,สขพ. 1,บางคอแหลม,หน้าอาคารนวสร,13.696436,100.545084,1,10
173,สขพ. 1,บางคอแหลม,ซอยมิตรสัมพันธ์,13.70539,100.530232,0,13
174,สขพ. 1,บางคอแหลม,ปากซอยกรรณิการ์,13.687815,100.50544,1,10
175,สขพ. 1,บางคอแหลม,แยกถนนจันทร์,13.709023,100.516076,1,7
176,สขพ. 1,บางคอแหลม,วัดอินทร์บรรจง,13.697582,100.493304,1,5
177,สขพ. 1,บางคอแหลม,หน้าวัดลุ่ม,13.709083,100.514994,1,5
178,สขพ. 1,บางคอแหลม,พระราม 3 ซอย 7,13.689932,100.511506,1,6
179,สขพ. 1,บางคอแหลม,วัดบางโค่ลนอก,13.688577,100.51112,1,15
180,สขพ. 1,บางคอแหลม,อยู่ดี 24 - 25,13.631552,100.447762,0,6
181,สขพ. 1,บางคอแหลม,พระราม 3 ซอย 7,13.689932,100.511506,0,3
182,สขพ. 1,บางคอแหลม,เจริญกรุง 93,13.704518,100.50498,0,12
183,สขพ. 1,บางคอแหลม,จรุงกลิ่นแมนชั่น,13.692382,100.523176,1,3
184,สขพ. 1,บางคอแหลม,สวนหย่อมเหนือ-ใต้,13.693117,100.512209,1,1
185,สขพ. 1,บางคอแหลม,ตลาดเสรี 2,13.694488,100.495061,0,8
186,สขพ. 1,บางคอแหลม,พระราม 3 ซอย 14,13.690663,100.50318,0,5
187,สขพ. 1,บางคอแหลม,วัดลาดบัวขาว,13.700889,100.495267,0,17
188,สขพ. 1,สาทร,เจริญกรุง 51,13.717431,100.512602,1,6
189,สขพ. 1,สาทร,เจริญกรุง 54,13.7145,100.511257,0,5
190,สขพ. 1,สาทร,เจริญกรุง 57,13.715378,100.513841,0,2
191,สขพ. 1,สาทร,เจริญกรุง 58 (สะพานปลา),13.713921,100.512826,0,10
192,สขพ. 1,สาทร,เจริญกรุง 63,13.713883,100.512316,1,3
193,สขพ. 1,สาทร,เจริญกรุง 63 (หลังศาลแพ่ง),13.713849,100.515519,0,9
194,สขพ. 1,สาทร,เจริญกรุง 65,13.713446,100.510545,0,10
195,สขพ. 1,สาทร,เจริญกรุง 67,13.711253,100.514771,0,32
196,สขพ. 1,สาทร,เจริญกรุง 69,13.711571,100.509997,0,14
197,สขพ. 1,สาทร,จันทน์ 22,13.706328,100.529254,0,3
198,สขพ. 1,สาทร,คลีนิคจันทน์ 24,13.710721,100.524199,0,22
199,สขพ. 1,สาทร,จันทน์ 42,13.711524,100.51541,0,12
200,สขพ. 1,สาทร,ส. พรานทะเล,13.719529,100.522715,0,90
201,สขพ. 1,สาทร,ซอยวัดปรก,13.713635,100.519969,0,10
202,สขพ. 1,สาทร,เจริญกรุง 63 (หลังศาลแพ่ง),13.713849,100.515519,0,19
203,สขพ. 1,สาทร,ปากซอยดอนกุศล,13.70978,100.526709,0,22
204,สขพ. 1,สาทร,ชุมชนยะหวา,13.715495,100.513802,0,28
205,สขพ. 1,สาทร,ซอยบำเพ็ญกุศล (ชลเขต),13.707452,100.518104,0,24
206,สขพ. 1,สาทร,ซอยบำเพ็ญกุศล (โรงพิมพ์),13.71215,100.526701,0,7
207,สขพ. 1,สาทร,หน้าโรงเรียนสตรีศรีสุริโยทัย,13.714809,100.515967,0,14
208,สขพ. 1,สาทร,เชิงสะพานตากสิน (สวนหย่อม),13.717731,100.516924,1,35
209,สขพ. 1,สาทร,ชุมชนซอยบ้านแบบ,13.713853,100.520251,0,3
210,สขพ. 1,สาทร,สุสานแต้จิ๋วและหน้าสมาคม,13.712196,100.524488,0,6
211,สขพ. 1,สาทร,ซอยบำเพ็ญกุศล,13.71179,100.521373,0,4
212,สขพ. 1,สาทร,ข้างคลองวัดยานนาวา,13.717049,100.514369,0,9
213,สขพ. 1,สาทร,ซอยกุศลทอง,13.711805,100.531372,0,21
214,สขพ. 1,สาทร,หน้าตลาดกิตติ,13.708975,100.526779,1,28
215,สขพ. 1,สาทร,หน้าโรงพยาบาลเซ็นต์หลุยส์,13.720355,100.525755,0,2
216,สขพ. 1,สาทร,จันทน์ 22,13.706328,100.529254,1,16
217,สขพ. 1,สาทร,ซอยเซ็นต์หลุยส์ 2 (ข้างโรงพยาบาล),13.720324,100.525784,0,8
218,สขพ. 1,สาทร,ซอยเย็นจิตร์ (หน้าเมย์แฟร์),13.708928,100.524274,1,13
219,สขพ. 1,สาทร,หน้าตึก ไท ซี ซี,13.718793,100.522158,1,5
220,สขพ. 1,สาทร,ศูนย์การค้าหน้าโรงหนังดาวสยาม,13.710262,100.530317,0,37
221,สขพ. 1,สาทร,ศูนย์การค้าซอย 6,13.708932,100.531302,0,24
222,สขพ. 1,สาทร,ข้างเขตสาทร,13.707775,100.526899,0,12
223,สขพ. 1,สาทร,ซอยอนันต์,13.708578,100.514079,0,6
224,สขพ. 1,สาทร,มังกรทอง,13.706191,100.528072,0,4
225,สขพ. 1,สาทร,ซอยวรพจน์,13.708172,100.518178,0,12
226,สขพ. 1,สาทร,ซอยเดชา,13.705745,100.521442,0,6
227,สขพ. 1,สาทร,ซอยพิชัย 1,13.717785,100.530102,0,22
228,สขพ. 1,สาทร,สะพานลอยร่วมสาทร ซอย 5,13.723643,100.535159,0,9
229,สขพ. 1,สาทร,สาทร 9,13.720886,100.527333,0,4
230,สขพ. 1,สาทร,ปากซอยเซ็นต์หลุยส์ สาทร 11,13.720508,100.526233,0,8
231,สขพ. 1,สาทร,ถนนนราธิวาส 4,13.719579,100.530973,1,9
232,สขพ. 1,สาทร,ถนนนราธิวาส 6,13.717808,100.531502,1,9
233,สขพ. 1,สาทร,ถนนนราธิวาส 6 - 8,13.716144,100.532865,1,5
234,สขพ. 1,สาทร,ถนนนราธิวาส 10,13.714922,100.533213,1,10
235,สขพ. 1,สาทร,ถนนนราธิวาส 14,13.713033,100.534296,1,20
236,สขพ. 1,สาทร,ศูนย์การค้าวรรัตน์ปากซอยจันทน์ 16,13.70547,100.532196,0,14
237,สขพ. 1,สาทร,ศูนย์การค้าวรรัตน์ (ม. ชวนชื่น),13.710239,100.532274,0,12
238,สขพ. 1,สาทร,ศูนย์การค้า (โรงพิมพ์ บี เจ),13.709623,100.530739,0,14
239,สขพ. 1,สาทร,ศูนย์การค้าซอย 4,13.708449,100.531785,0,7
240,สขพ. 1,สาทร,ศูนย์การค้าซอย 8,13.709082,100.531421,0,4
241,สขพ. 1,สาทร,ศูนย์การค้าหน้าแนตตี้พาเลส,13.709665,100.530722,0,6
242,สขพ. 1,สาทร,ศูนย์การค้า (จีนแคะ),13.708996,100.530319,0,9
243,สขพ. 1,สาทร,เซ็นต์หลุยส์ 3 (หน้ากรุงไทย),13.70904,100.52677,0,10
244,สขพ. 1,สาทร,หน้าสำนักงานเขตสาทร,13.70804,100.526241,0,7
245,สขพ. 1,สาทร,ถนนจันทน์หน้าศูนย์โตโยต้า,13.70559,100.534472,0,7
246,สขพ. 1,สาทร,ถนนจันทน์หน้าไปรษณีย์ยานนาวา,13.705544,100.531169,0,7
247,สขพ. 1,สาทร,หน้าตึกเอ็มไพร์ทาวเวอร์,13.721445,100.530336,0,11
248,สขพ. 1,สาทร,ข้างโรงพยาบาลบางรัก,13.721728,100.529028,0,8
249,สขพ. 1,สาทร,จันทน์ 22,13.706328,100.529254,0,15
250,สขพ. 1,สาทร,ถนนจันทน์หน้า เจ ซี พลัส,13.706698,100.526761,0,8
251,สขพ. 1,สาทร,ซอยกิ่งพลู,13.714405,100.52759,0,23
252,สขพ. 1,สาทร,หน้าแม็คโคร,13.708136,100.536818,0,13
253,สขพ. 1,สาทร,ซอยไวตี,13.706547,100.536461,0,8
254,สขพ. 1,สาทร,ซอยบุญวิภา,13.712103,100.526038,0,5
255,สขพ. 1,สาทร,ซอยพิชัย 2,13.716108,100.527376,0,5
256,สขพ. 1,สาทร,ถนนนราธิวาส เจ ซี เค,13.716544,100.532759,0,9
257,สขพ. 1,สาทร,ซอยจักรกิต,13.717939,100.526981,0,6
258,สขพ. 1,สาทร,เจริญกรุง 55,13.716292,100.514098,0,12
259,สขพ. 1,สาทร,สถานีรถไฟฟ้าสุรศักดิ์,13.718898,100.521456,1,24
260,สขพ. 1,สาทร,ซอยร้อยห้อง,13.717024,100.533124,1,13
261,สขพ. 1,สาทร,ซอยบำรุงอนุชน,13.715244,100.527735,0,14
262,สขพ. 1,สาทร,จันทน์ 29,13.706277,100.524528,0,5
263,สขพ. 1,สาทร,จันทน์ 31,13.704252,100.530009,0,16
264,สขพ. 1,สาทร,จันทน์ 35,13.707021,100.521457,1,19
265,สขพ. 1,สาทร,จันทน์ 39,13.705826,100.521911,1,15
266,สขพ. 1,สาทร,จันทน์สะพาน 2 (จันทน์ 43),13.707711,100.519448,0,22
267,สขพ. 1,สาทร,พระแม่มารีสะพาน 3,13.705793,100.526684,0,31
268,สขพ. 1,สาทร,จันทน์ 45,13.707864,100.51573,0,9
269,สขพ. 1,สาทร,สาธุซอย 6,13.700858,100.525071,0,34
270,สขพ. 1,สาทร,สาธุฯ 10 ,13.703236,100.52961,0,9
271,สขพ. 1,สาทร,สาธุฯ 12,13.702448,100.530084,0,1
272,สขพ. 1,สาทร,วัดไผ่เงิน 13 ,13.704113,100.520719,0,2
273,สขพ. 1,สาทร,วัดไผ่เงิน 17,13.703684,100.521578,0,5
274,สขพ. 1,สาทร,วัดไผ่เงิน 23 ,13.703027,100.522099,0,6
275,สขพ. 1,สาทร,ซอยอยู่ดี 23/1,13.703854,100.518562,0,9
276,สขพ. 1,สาทร,ศูนย์การค้าซอย 13,13.713426,100.532894,0,26
277,สขพ. 1,สาทร,ถนนจันทน์สะพาน 3,13.706212,100.527196,0,6
278,สขพ. 1,สาทร,สาทรซอย 1,13.725419,100.542688,0,11
279,สขพ. 1,สาทร,สาทร 7,13.72227,100.531733,1,1
280,สขพ. 1,สาทร,สาทร 21,13.717762,100.517368,0,3
281,สขพ. 1,สาทร,ถนนนราธิวาส 15,13.718187,100.537576,1,10
282,สขพ. 1,สาทร,ถนนจันทน์ตัดนราธิวาสสะพาน 5,13.70679,100.536446,1,8
283,สขพ. 1,สาทร,ถนนจันทน์ใหม่สะพาน 5,13.707508,100.53839,0,6
284,สขพ. 1,สาทร,ถนนจันทน์ตัดนางลิ้นจี่,13.710055,100.542035,0,2
285,สขพ. 1,สาทร,สาทรตัดใหม่,13.721874,100.530511,0,14
286,สขพ. 1,สาทร,หน้าสาทรซิตี้,13.722272,100.531788,1,11
287,สขพ. 1,สาทร,อาคารไทยวา,13.72446,100.53892,1,12
288,สขพ. 1,สาทร,หน้าโรงแรมมาเลเซีย,13.720031,100.54509,0,9
289,สขพ. 1,สาทร,หน้าคิงแมนชั่น,13.724088,100.538219,0,7
290,สขพ. 1,สาทร,กรุงเทพประกันภัย,13.72484,100.540182,0,13
291,สขพ. 1,สาทร,ตรงข้ามแม็คโคร (พัฒนสิน),13.710544,100.536235,1,9
