id,name,lat,long,police,road,district,description
1,ตลาดโบ๊เบ๊ (ถนนอนันตนาค),13.751346,100.516928,พลับพลาไชย 1,กรุงเกษม,ป้อมปราบศัตรูพ่าย,
2,ตลาดโบ๊เบ๊ (อาคารโบ๊เบ๊ทาวเวอร์),13.75426703,100.5171275,นางเลิ้ง,กรุงเกษม,ป้อมปราบศัตรูพ่าย,
3,แยกภุชงค์ (ตลาดโบ๊เบ๊),13.7520204,100.5170921,พลับพลาไชย 1,กรุงเกษม,ป้อมปราบศัตรูพ่าย,
4,(ยกเลิก) ซอยไพศาลศิลป์,13.75048012,100.5168864,พลับพลาไชย 1,กรุงเกษม,ป้อมปราบศัตรูพ่าย,9/2534 เสนอเพิ่ม
5,ตรงข้ามโรงพยาบาลหัวเฉียว,13.749957,100.51688,พลับพลาไชย 1,กรุงเกษม,ป้อมปราบศัตรูพ่าย,
6,ตรงข้ามโรงเรียนเทพศิรินทร์,13.747189,100.516431,พลับพลาไชย 1,กรุงเกษม,ป้อมปราบศัตรูพ่าย,ป้ายไม่ตรงตามมติครั้งที่ 1/2559 ให้ย้ายไปอยู่ก่อนสะพานลอย 24 เมตร
7,ตรงข้ามตลาดนางเลิ้ง,13.759628,100.513294,นางเลิ้ง,กรุงเกษม,ป้อมปราบศัตรูพ่าย,
8,วัดมกุฏกษัตริยาราม,13.76522876,100.5074787,นางเลิ้ง,กรุงเกษม,พระนคร,
9,วัดโสมนัสราชวรวิหาร,13.76179297,100.5108062,นางเลิ้ง,กรุงเกษม,ป้อมปราบศัตรูพ่าย,
10,ตรงข้ามวัดโสมนัสวรวิหาร,13.761673,100.511177,นางเลิ้ง,กรุงเกษม,ป้อมปราบศัตรูพ่าย,
11,โรงแรมเดอม็อค (โรงข้ามวัดตรีทศเทพ),13.760921,100.503465,นางเลิ้ง,ประชาธิปไตย,พระนคร,22-Mar-20
12,โรงเรียนสตรีวรนาถเทเวศร์,13.768749,100.504396,ชนะสงคราม,กรุงเกษม,พระนคร,
13,ท่าปล่อยรถสาย 53 (เทเวศร์),13.7685918,100.5046796,ชนะสงคราม,กรุงเกษม,พระนคร,
14,แยกประชาเกษม,13.7671708,100.5057286,ชนะสงคราม,กรุงเกษม,พระนคร,
15,โรงเรียนลำสาลี ราษฎร์บำรุง,13.749559,100.64983,หัวหมาก,กรุงเทพกรีฑา,บางกะปิ,
16,ตรงข้ามโรงเรียนลำสาลี ราษฎร์บำรุง,13.749469,100.649331,ประเวศ,กรุงเทพกรีฑา,บางกะปิ,
17,สนามกอล์ฟยูนิโก้,13.74582159,100.6667846,ประเวศ,กรุงเทพกรีฑา,สะพานสูง,
18,ตรงข้ามหมู่บ้านกฤษณา,13.74519056,100.6695925,ประเวศ,กรุงเทพกรีฑา,สะพานสูง,
19,โรงเรียนยุคลธร (ซอยกรุงเทพกรีฑา18),13.74233435,100.6764798,ประเวศ,กรุงเทพกรีฑา,สะพานสูง,
20,ซอยกรุงเทพกรีฑา 37 (ซอย บี 5),13.74153948,100.6826193,ประเวศ,กรุงเทพกรีฑา,สะพานสูง,
21,ตรงข้ามหมู่บ้านอยู่สบาย,13.740507,100.685588,ประเวศ,กรุงเทพกรีฑา,สะพานสูง,
22,ตรงข้ามชุมชนซาอาดะห์ (ตรงข้ามซอยกรุงเทพกรีฑา 26) (ป้ายหาย),13.739691,100.690388,ประเวศ,กรุงเทพกรีฑา,สะพานสูง,
23,ชุมชนซาอาดะห์ (ซอยกรุงเทพกรีฑา26),13.739548,100.690279,ประเวศ,กรุงเทพกรีฑา,สะพานสูง,84/2528
24,ตรงข้ามมัสยิดดารุนนาอีม,13.739937,100.688553,ประเวศ,กรุงเทพกรีฑา,สะพานสูง,
25,หมู่บ้านอยู่สบาย (ซอยกรุงเทพกรีฑา 39),13.740642,100.685571,ประเวศ,กรุงเทพกรีฑา,สะพานสูง,
26,ซอยกรุงเทพกรีฑา 20,13.741387,100.682654,ประเวศ,กรุงเทพกรีฑา,สะพานสูง,
27,บริษัทคอมฟอร์ม (ตรงข้ามซอยกรุงเทพกรีฑา 33),13.74189098,100.6797484,ประเวศ,กรุงเทพกรีฑา,สะพานสูง,
28,ตรงข้ามหมู่บ้านแสงทอง,13.74372978,100.6727307,ประเวศ,กรุงเทพกรีฑา,สะพานสูง,
29,สนามกอล์ฟกรุงเทพกรีฑา (ซอยกรุงเทพกรีฑา 10) (ป้ายหาย),13.74625396,100.6642979,ประเวศ,กรุงเทพกรีฑา,สะพานสูง,
30,กรมยุทธบริการทหาร,13.82716008,100.5299178,ประชาชื่น,กรุงเทพฯ-นนทบุรี,บางซื่อ,
31,ซอยกรุงเทพ-นนทบุรี 44 (ตรงข้ามซอยสมถวิล),13.825739,100.531652,เตาปูน,กรุงเทพฯ-นนทบุรี,บางซื่อ,
32,โรงเรียนอนุบาลพิริยะโยธิน (ซอยกรุงเทพ-นนทบุรี 40),13.82288086,100.5329083,เตาปูน,กรุงเทพฯ-นนทบุรี,บางซื่อ,
33,ตรงข้ามซอยกรุงเทพ-นนทบุรี 25,13.82125996,100.5327021,เตาปูน,กรุงเทพฯ-นนทบุรี,บางซื่อ,
34,ตรงข้ามโรงงานทอผ้า (ซอยกรุงเทพ-นนทบุรี 34),13.81956637,100.5324955,เตาปูน,กรุงเทพฯ-นนทบุรี,บางซื่อ,
35,ไปรษณีย์บางซื่อ (ตรงข้ามวัดเชิงหวาย),13.81696855,100.5321735,เตาปูน,กรุงเทพฯ-นนทบุรี,บางซื่อ,
36,ตรงข้ามสถานีตำรวจนครบาลเตาปูน (ซอยกรุงเทพ-นนทบุรี 28),13.815219,100.531976,เตาปูน,กรุงเทพฯ-นนทบุรี,บางซื่อ,-
37,ซอยกรุงเทพ-นนทบุรี 20 (ซอยราชพฤกษ์),13.813147,100.531755,NULL,กรุงเทพฯ-นนทบุรี,บางซื่อ,
38,ตรงข้ามประชานฤมิตร (ตรงข้ามธนาคารกสิกรไทย),13.81050596,100.5314441,เตาปูน,กรุงเทพฯ-นนทบุรี,บางซื่อ,
39,ตลาดเตาปูน (ซอยกรุงเทพ-นนทบุรี4),13.80793864,100.5311201,เตาปูน,กรุงเทพฯ-นนทบุรี,บางซื่อ,ป้ายไม่ตรงตามมติ
40,ตรงข้ามตลาดเตาปูน,13.80796001,100.5309529,เตาปูน,กรุงเทพฯ-นนทบุรี,บางซื่อ,
41,ซอยประชานฤมิตร (ซอยกรุงเทพ-นนทบรุี 5),13.81057438,100.5312396,เตาปูน,กรุงเทพฯ-นนทบุรี,บางซื่อ,
42,ซอยกรุงเทพ-นนทบุรี 13 (ซอยไสวสุวรรณ),13.81255345,100.5315074,เตาปูน,กรุงเทพฯ-นนทบุรี,บางซื่อ,
43,สถานีตำรวจนครบาลเตาปูน (ซอยกรุงเทพ-นนทบุรี 17),13.81453179,100.5317355,เตาปูน,กรุงเทพฯ-นนทบุรี,บางซื่อ,
44,วัดเชิงหวาย (ซอยกรุงเทพ-นนทบุรี21/1),13.81734594,100.5320982,เตาปูน,กรุงเทพฯ-นนทบุรี,บางซื่อ,
45,โรงงานทอผ้า (ซอยกรุงเทพ-นนทบุรี23/1),13.81969953,100.5323493,เตาปูน,กรุงเทพฯ-นนทบุรี,บางซื่อ,
46,ตลาดบางซ่อน (ซอยกรุงเทพ-นนทบุรี 25),13.820945,100.532485,เตาปูน,กรุงเทพฯ-นนทบุรี,บางซื่อ,
47,ซอยกรุงเทพ-นนทบุรี 29,13.82347322,100.5327074,เตาปูน,กรุงเทพฯ-นนทบุรี,บางซื่อ,
48,(ยกเลิก) ตรงข้ามกรมยุทธบริการ(ใกล้ซอยสมถวิล),13.826099,100.53087,เตาปูน,กรุงเทพฯ-นนทบุรี,บางซื่อ,
49,ตรงข้ามซอยกรุงเทพ-นนทบุรี 43,13.83269682,100.5233657,ประชาชื่น,กรุงเทพฯ-นนทบุรี,บางซื่อ,
50,ซอยกรุงเทพ-นนทบุรี 56 (วัดทองสุทธาราม),13.831215,100.525092,ประชาชื่น,กรุงเทพฯ-นนทบุรี,บางซื่อ,
51,(ยกเลิก) บางซ่อน (เดอะปาร์คแลนด์),13.82885125,100.5275473,ประชาชื่น,กรุงเทพฯ-นนทบุรี,บางซื่อ,
52,ตรงข้ามซอยกรุงเทพ-นนทบุรี 56 (ตรงข้ามวัดทองสุทธาราม),13.83078037,100.5253298,ประชาชื่น,กรุงเทพฯ-นนทบุรี,บางซื่อ,
53,ซอยกรุงเทพ-นนทบุรี 43 (วัดเลียบราษฎร์บำรุง),13.832458,100.523277,ประชาชื่น,กรุงเทพฯ-นนทบุรี,บางซื่อ,
54,ตรงข้ามกรมยุทธบริการทหาร,13.826485,100.530399,เตาปูน,กรุงเทพฯ-นนทบุรี,บางซื่อ,
55,แยกคลองต้นไทร (ซอยกรุงธนบุรี12),13.71919149,100.5064998,สำเหร่,กรุงธนบุรี,ธนบุรี,
56,สถานีรถไฟฟ้าบีทีเอส กรุงธนบุรีทางออก 3 (ซอยกรุงธนบุรี 5),13.72120994,100.504047,สำเหร่,กรุงธนบุรี,ธนบุรี,
57,ฟิวส์สาทร-ตากสิน (อาคารไทยวีรวัฒน์),13.72072305,100.4970871,สำเหร่,กรุงธนบุรี,ธนบุรี,
58,สถานีรถไฟฟ้าบีทีเอสวงเวียนใหญ่ทางออก 3,13.721429,100.496253,สำเหร่,กรุงธนบุรี,ธนบุรี,
59,สินสาธรทาวเวอร์ (ซอยกรุงธนบุรี 3),13.721338,100.499667,สำเหร่,กรุงธนบุรี,ธนบุรี,
60,สถานีรถไฟฟ้าบีทีเอสกรุงธนบุรีทางออก 1 (คิวเฮ้าส์คอนโดสาทร),13.7212804,100.5014666,สำเหร่,กรุงธนบุรี,ธนบุรี,
61,สถานีรถไฟฟ้าบีทีเอสกรุงธนบุรีทางออก 4 (ซอยกรุงธนบุรี 8),13.720567,100.503877,สำเหร่,กรุงธนบุรี,ธนบุรี,
62,ศูนย์บริการสาธารณสุข 28,13.720667,100.500174,สำเหร่,กรุงธนบุรี,ธนบุรี,
63,สถานีรถไฟฟ้าบีทีเอสวงเวียนใหญ่ทางออก 2 (ถนนกรุงธนบุรี 2),13.720686,100.49361,สำเหร่,กรุงธนบุรี,ธนบุรี,
64,แยกกรุงธนบุรี (หจก.ยังเวิร์ล),13.72176269,100.507866,สมเด็จเจ้าพระยา,กรุงธนบุรี,ธนบุรี,
65,แยกกรุงธนบุรี (ตรงข้ามบริษัทศรีไทยมาร์เก็ตติ้ง),13.72162716,100.5075318,สมเด็จเจ้าพระยา,กรุงธนบุรี,ธนบุรี,
66,มหาวิทยาลัยกรุงเทพ,13.711289,100.583037,ทองหล่อ,กล้วยน้ำไท,คลองเตย,
67,ซอยแสงจันทร์,13.714757,100.584301,ทองหล่อ,กล้วยน้ำไท,คลองเตย,
68,แยกวัดสิงห์ (ถนนกัลปพฤกษ์ขาออก) (ป้ายหาย),13.695651,100.438738,บางขุนเทียน,กัลปพฤกษ์,จอมทอง,
69,แยกวัดสิงห์ (ถนนกัลปพฤกษ์ขาเข้า) (ป้ายหาย),13.695508,100.43805,บางขุนเทียน,กัลปพฤกษ์,จอมทอง,
70,แกรนด์ รอยัล นิศาชล **ไม่ตรงมติ,13.704295,100.446662,บางขุนเทียน,กัลปพฤกษ์,จอมทอง,
71,หมู่บ้านสาทร แกรนด์วิลล์ (ตรงข้ามสำเพ็ง 2),13.682994,100.412847,เพชรเกษม,กัลปพฤกษ์,บางแค,
72,สำเพ็ง 2 **ไม่ตรงมติ,13.683248,100.412796,เพชรเกษม,กัลปพฤกษ์,บางแค,ป้ายไม่ตรงตามมติ
73,ตรงข้ามสนามฟุตบอลไพรจิตรสปอร์ต (ป้ายหาย),13.688483,100.428914,บางขุนเทียน,กัลปพฤกษ์,ภาษีเจริญ,
74,สนามฟุตบอลไพรจิตรสปอร์ต (ป้ายหาย),13.687855,100.428912,บางขุนเทียน,กัลปพฤกษ์,บางบอน,
75,ซอยกัลปพฤกษ์ 4 (ป้ายหาย),13.692352,100.435005,บางขุนเทียน,กัลปพฤกษ์,ภาษีเจริญ,
76,บิ๊กซีซุปเปอร์เซ็นเตอร์ กัลปพฤกษ์**ไม่ตรงมติ,13.689544,100.431898,บางขุนเทียน,กัลปพฤกษ์,บางบอน,
77,โรงพยาบาลสัตว์ แกรนด์อเวนิว(ตรงข้ามวัดโคนอน),13.710357,100.455032,บางขุนเทียน,กัลปพฤกษ์,ภาษีเจริญ,
78,วัดโคนอน **ไม่ตรงมติ,13.710546,100.454821,บางขุนเทียน,กัลปพฤกษ์,ภาษีเจริญ,
79,วุฒิเจริญขนส่ง (ป้ายหาย),13.752298,100.405502,บางเสาธง,กาญจนาภิเษก,ทวีวัฒนา,
80,ใต้ทางข้ามแยกพรานนก-กาญจนาภิเษก,13.754464,100.405467,บางเสาธง,กาญจนาภิเษก,ทวีวัฒนา,
81,ซอยทวีวัฒนา-กาญจนาภิเษก 2,13.757154,100.4058396,บางเสาธง,กาญจนาภิเษก,ทวีวัฒนา,
82,ตรงข้ามเนติบัณฑิตยสภา (ป้ายหาย*),13.76142713,100.4062952,ตลิ่งชัน,กาญจนาภิเษก,ตลิ่งชัน,
83,พาซิโอ กาญจนาภิเษก,13.76537,100.40671,ตลิ่งชัน,กาญจนาภิเษก,ตลิ่งชัน,
84,หมู่บ้านกาญจนาภิเษก 9 (หมู่บ้านฮันนี่วิลล์),13.770693,100.40739,ตลิ่งชัน,กาญจนาภิเษก,ทวีวัฒนา,
85,พุทธมณฑลสาย 2 ซอย 24,13.775432,100.407923,ตลิ่งชัน,กาญจนาภิเษก,ทวีวัฒนา,
86,โรงเรียนโปลีเทคนิคพานิชย์กรุงเทพ,13.788825,100.409336,ตลิ่งชัน,กาญจนาภิเษก,ตลิ่งชัน,
87,หมู่บ้านโกลเด้นแลนด์,13.790984,100.409503,ตลิ่งชัน,กาญจนาภิเษก,ตลิ่งชัน,
88,หมู่บ้านชวนชื่นปาร์ควิลล์,13.794811,100.409793,ตลิ่งชัน,กาญจนาภิเษก,ทวีวัฒนา,
89,หมู่บ้านชวนชื่นการ์เด้นส์,13.796207,100.410645,ตลิ่งชัน,กาญจนาภิเษก,ทวีวัฒนา,
90,บริษัท โตโยต้า เอ็มไพร์ส จำกัด(แยกถนนสวนผัก),13.791332,100.410204,ตลิ่งชัน,กาญจนาภิเษก,ตลิ่งชัน,
91,ตรงข้ามโรงเรียนโปลีเทคนิคพานิชย์กรุงเทพ (ป้ายหาย),13.789403,100.410052,ตลิ่งชัน,กาญจนาภิเษก,ตลิ่งชัน,
92,ศูนย์รวมรถ กาญจนาภิเษก,13.777891,100.408944,ธรรมศาลา,กาญจนาภิเษก,ตลิ่งชัน,
93,ถนนอัศวพิเชษฐ์,13.77530165,100.4085869,ตลิ่งชัน,กาญจนาภิเษก,ตลิ่งชัน,
94,หมู่บ้านไทรงาม,13.765375,100.407402,ตลิ่งชัน,กาญจนาภิเษก,ตลิ่งชัน,
95,เนติบัณฑิตยสภา,13.7618132,100.4070081,ตลิ่งชัน,กาญจนาภิเษก,ตลิ่งชัน,
96,โรงพยาบาลสัตว์ เวทแคร์ (ป้ายหายตำแหน่งป้ายไม่เหมาะสม),13.75773091,100.4064735,บางเสาธง,กาญจนาภิเษก,ตลิ่งชัน,
97,สำนักงานสนามกองรังวัดและจัดกรรมสิทธิ์ที่ดิน,13.75487374,100.4061254,บางเสาธง,กาญจนาภิเษก,ตลิ่งชัน,
98,ซอยสุขสันต์ (ป้ายหาย),13.715588,100.405509,หลักสอง,กาญจนาภิเษก,บางแค,ป้ายไม่ตรงมติครั้งที่2/2549
99,โรงเรียนพัฒนาช่างเทคนิคยานยนต์,13.72489004,100.4055655,หลักสอง,กาญจนาภิเษก,บางแค,
100,วิทยาลัยเทคโนโลยียานยนต์ (001 กาญจนาภิเษก 7),13.72723479,100.4055478,หลักสอง,กาญจนาภิเษก,บางแค,
101,แยกถนนบางไผ่,13.732071,100.405535,หลักสอง,กาญจนาภิเษก,บางแค,
102,หมู่บ้านนันทวัน,13.736949,100.405533,หลักสอง,กาญจนาภิเษก,บางแค,
103,ครัวสมร (บริษัทขนส่ง ถนนบางแวก),13.74375858,100.4055404,บางเสาธง,กาญจนาภิเษก,บางแค,
104,ตรงข้ามร้านอาหารริมคลอง,13.747558,100.405497,บางเสาธง,กาญจนาภิเษก,บางแค,
105,นาวีเจริญทรัพย์,13.704635,100.406834,เพชรเกษม,กาญจนาภิเษก,บางแค,
106,สถานีบริการน้ำมันคาลเท็กซ์กาญจนาภิเษก,13.696626,100.407744,เพชรเกษม,กาญจนาภิเษก,บางแค,
107,นิสสัน เอ็มเพอร์เรอร์,13.69256864,100.4078154,เพชรเกษม,กาญจนาภิเษก,บางแค,
108,ตรงข้ามวงแหวนเซ็นเตอร์ (ซอยกาญจนาภิเษก 8),13.68863976,100.4075956,เพชรเกษม,กาญจนาภิเษก,บางแค,
109,หมู่บ้านดิเอ็มเพอเรอ นาราสิริ คอเล็คชั่น (ป้ายหาย),13.68141322,100.4065031,เพชรเกษม,กาญจนาภิเษก,บางแค,
110,วงแหวนเซ็นเตอร์ (หมู่บ้านสุขสันต์5),13.68854272,100.4069519,เพชรเกษม,กาญจนาภิเษก,บางแค,
111,หมู่บ้านสุขสันต์ 6,13.696196,100.407094,เพชรเกษม,กาญจนาภิเษก,บางแค,
112,ยูโรเอเซียอินเตอร์เทรด (หมู่บ้านธนาคมซิตี้),13.704539,100.406175,เพชรเกษม,กาญจนาภิเษก,บางแค,
113,ร้านอาหารริมคลอง (ป้ายหาย),13.747635,100.406155,บางเสาธง,กาญจนาภิเษก,บางแค,
114,ตรงข้ามบริษัทขนส่ง,13.743797,100.406182,บางเสาธง,กาญจนาภิเษก,บางแค,
115,หมู่บ้านพิมาน (ตรงข้ามหมู่บ้านนันทวัน),13.73650782,100.4061962,หลักสอง,กาญจนาภิเษก,บางแค,
116,สถานีบริการน้ำมันซัสโก้ กาญจนาภิเษก,13.73221,100.406199,หลักสอง,กาญจนาภิเษก,บางแค,
117,หมู่บ้านเอเวอร์กรีนซิตี้ (ซอยถนอมจิต),13.72740375,100.4061939,หลักสอง,กาญจนาภิเษก,บางแค,
118,ตรงข้ามโรงเรียนพัฒนาช่างเทคนิคยานยนต์,13.724989,100.406185,หลักสอง,กาญจนาภิเษก,บางแค,
119,หมู่บ้านศุภวรรณ (ป้ายหาย),13.7157682,100.4061753,หลักสอง,กาญจนาภิเษก,บางแค,ป้ายไม่ตรงมติครั้งที่2/2549)
120,เดอะมอลล์บางแค (ฝั่งวงแหวน),13.712048,100.407853,หลักสอง,กาญจนาภิเษก,บางแค,
121,สนามกอล์ฟนที (บริษัท บริษัทธนบุรีฮอนด้าคาร์ส์ จำกัด),13.677344,100.40682,เพชรเกษม,กาญจนาภิเษก,บางแค,
122,แม็คโคร บางบอน,13.670559,100.406356,บางขุนเทียน,กาญจนาภิเษก,บางบอน,
123,หมู่บ้านปริญสิริ,13.66867623,100.406249,บางขุนเทียน,กาญจนาภิเษก,บางบอน,
124,สถานีบริการน้ำมันปตท.กาญจนาภิเษก (ป้ายหาย*),13.664788,100.405963,บางขุนเทียน,กาญจนาภิเษก,บางบอน,ป้ายไม่ตรงมติครั้งที่4/2549
125,สถานีบริการแก๊สแอลพีจี พีที (ป้ายหาย*),13.66096984,100.4057028,บางขุนเทียน,กาญจนาภิเษก,บางบอน,
126,ตรงข้ามหมู่บ้านเพชรวงแหวน,13.652004,100.405474,ท่าข้าม,กาญจนาภิเษก,บางบอน,ป้ายไม่ตรงตามมติครั้งที่ 4/2549
127,หมู่บ้านเพชรวงแหวน,13.653054,100.404636,ท่าข้าม,กาญจนาภิเษก,บางบอน,
128,หมู่บ้านวิลเลตทาวน์โฮม,13.66844669,100.4056526,บางขุนเทียน,กาญจนาภิเษก,บางบอน,
129,สถานีบริการน้ำมัน ปตท. สาขากาญจนาภิเษก-บางบอน (วงแหวนสหกิจออยล์) (ป้ายหาย*),13.672092,100.405795,บางขุนเทียน,กาญจนาภิเษก,บางบอน,
130,หมู่บ้านแก้วกาญจนา (ป้ายหาย),13.6786477,100.4062503,เพชรเกษม,กาญจนาภิเษก,บางแค,
131,องค์การตลาดเพื่อเกษตรกร(อ.ต.ก.),13.797442,100.545691,บางซื่่อ,กำแพงเพชร,จตุจักร,
132,ตลาดสัตว์เลี้ยง อ.ต.ก.,13.79763114,100.5419573,บางซื่อ,กำแพงเพชร,จตุจักร,
133,ตรงข้ามตลาดสัตว์เลี้ยง อ.ต.ก.,13.797841,100.542631,บางซื่อ,กำแพงเพชร,พญาไท,
134,นครชัยแอร์,13.82816066,100.551939,พหลโยธิน,กำแพงเพชร 2,จตุจักร,
135,ตรงข้ามนิคมรถไฟ กม.11,13.82315658,100.5487362,บางซื่อ,กำแพงเพชร 2,จตุจักร,
136,สถานีจตุจักร (ตรงข้ามปั๊มน้ำมันบางจาก กำแพงเพชร 2),13.826463,100.550092,ประชาชื่น,กำแพงเพชร 2,จตุจักร,
137,ปั๊มน้ำมันบางจาก กำแพงเพชร 2,13.82615151,100.5502445,พหลโยธิน,กำแพงเพชร 2,จตุจักร,
138,นิคมรถไฟ กม.11,13.82418266,100.5492769,พหลโยธิน,กำแพงเพชร 2,จตุจักร,
139,ตรงข้ามสวนสมเด็จพระนางเจ้าสิริกิติ์,13.80530376,100.5480196,บางซื่อ,กำแพงเพชร 2,จตุจักร,
140,ตรงข้ามเจเจมอลล์,13.80068803,100.5482132,บางซื่อ,กำแพงเพชร 2,จตุจักร,
141,สวนสมเด็จพระนางเจ้าสิริกิติ์ 1 (ป้ายหาย),13.80638731,100.5482586,บางซื่อ,กำแพงเพชร 2,จตุจักร,
142,เจเจมอลล์,13.80159974,100.548475,บางซื่อ,กำแพงเพชร 2,จตุจักร,
143,ตลาดนัดจตุจักร (ประตู 1),13.79907101,100.5485445,บางซื่อ,กำแพงเพชร 2,จตุจักร,
144,สถานีรถไฟดอนเมือง,13.92049,100.601372,ดอนเมือง,กำแพงเพชร 6,ดอนเมือง,
145,ตรงข้ามโรงเรียนไผทอุดม (โรงแรมมิราเคิลแกรนด์),13.87630603,100.5767581,วิภาวดี,วิภาวดีรังสิต,หลักสี่,มติ 37/2524 วันที่ 21 ก.ค.2524
146,(ยกเลิก) สถาบันวิจัยจุฬาภรณ์,13.87908897,100.5783486,วิภาวดี,วิภาวดีรังสิต,หลักสี่,
147,การท่าเรือแห่งประเทศไทย,13.71317935,100.5644528,ทุ่งมหาเมฆ,เกษมราษฎร์,คลองเตย,
148,ท่าปล่อยรถท่าเรือคลองเตย,13.71005116,100.5635703,ทุ่งมหาเมฆ,เกษมราษฎร์,คลองเตย,
149,โลตัส พระราม 4 (ถนนเกษมราษฏร์),13.718302,100.566999,ทองหล่อ,เกษมราษฎร์,คลองเตย,
150,อู่คลองเตย,13.716318,100.565835,ทุ่งมหาเมฆ,เกษมราษฎร์,คลองเตย,
151,กรมศุลกากร,13.713034,100.564614,ทุ่งมหาเมฆ,เกษมราษฎร์,คลองเตย,
152,ซอยสุกร 1,13.736763,100.514766,พลับพลาไชย 2,ข้าวหลาม,สัมพันธวงศ์,
153,โรงเรียนยุวฑูต (คลองลำเจียก),13.81954,100.635849,โคกคราม,ประเสริฐมนูกิจ,บึงกุ่ม,
154,โชว์รูมฮอนด้า (ถนนคู่บอนขาออก),13.855446,100.676667,คันนายาว,คู้บอน,คลองสามวา,
155,ซอยคู้บอน 39 (ตรงข้ามซอยคู้บอน44) (ป้ายหาย),13.857833,100.685595,คันนายาว,คู้บอน,คลองสามวา,
156,แม็กซ์แวลู สาขาคู้บอน (ป้ายหาย),13.857198,100.681796,คันนายาว,คู้บอน,คลองสามวา,
157,หมู่บ้านบุรีรมย์ (ซอยคู้บอน 41),13.858275,100.688219,คันนายาว,คู้บอน,คลองสามวา,
158,แยกเลียบคลองสอง,13.858849,100.691779,คันนายาว,คู้บอน,คลองสามวา,
159,หมู่บ้านพัฒนาศิริ  (ซอยคู้บอน 50),13.858629,100.691691,คันนายาว,คู้บอน,คลองสามวา,
160,หมู่บ้านประภาทรัพย์ 2 (ซอยคู้บอน48),13.85802783,100.6878197,คันนายาว,คู้บอน,คลองสามวา,
161,หมู่บ้านประภาทรัพย์ 3 ตรงข้ามแม็กซ์แวลู,13.85698,100.682089,คันนายาว,คู้บอน,คลองสามวา,
162,ซอยคู้บอน 42 (ตรงข้ามซอยคู้บอน39) (ป้ายหาย),13.857435,100.684622,คันนายาว,คู้บอน,คลองสามวา,
163,หมู่บ้านเมอร์ราญา เพลส (ซอยคู้บอน 34),13.855278,100.676915,คันนายาว,คู้บอน,คลองสามวา,
164,ซอยคู้บอน 11 (บ.ชุมชนภสัชกรรม),13.844226,100.663309,คันนายาว,คู้บอน,คันนายาว,
165,ซอยคู้บอน 25,13.84899,100.665736,คันนายาว,คู้บอน,คันนายาว,
166,ซอยคู้บอน 27,13.850216,100.667818,คันนายาว,คู้บอน,คันนายาว,
167,สถานีตำรวจคันนายาว (ซอยคู้บอน31),13.852098,100.669816,คันนายาว,คู้บอน,คันนายาว,
168,ตรงข้ามโรงเรียนคู้บอน,13.85340545,100.6744811,คันนายาว,คู้บอน,คลองสามวา,
169,ตรงข้ามวัดคู้บอน,13.852319,100.672626,คันนายาว,คู้บอน,คลองสามวา,
170,ซอยคู้บอน 26 (ตรงข้ามโรงพยาบาลสัตว์คู้บอน),13.85145,100.669234,คันนายาว,คู้บอน,คันนายาว,
171,ซอยคู้บอน 18,13.849362,100.666545,คันนายาว,คู้บอน,คันนายาว,
172,ตรงข้ามโลตัสคู้บอน (ซอยคู้บอน10),13.843684,100.663251,คันนายาว,คู้บอน,คันนายาว,
173,ชินเขตน์ 2,13.85317368,100.551637,ประชาชื่น,งามวงศ์วาน,จตุจักร,
174,ตรงข้ามเรือนจำกลางคลองเปรม(ซอยงามวงศ์วาน 53),13.850918,100.555666,ประชาชื่น,งามวงศ์วาน,จตุจักร,
175,การไฟฟ้าส่วนภูมิภาค,13.849732,100.557769,ประชาชื่น,งามวงศ์วาน,จตุจักร,
176,ม.เกษตรศาสตร์ ประตู 3,13.844951,100.566438,บางเขน,งามวงศ์วาน,จตุจักร,
177,ม.เกษตรศาสตร์ ประตู 1,13.84242016,100.5707996,บางเขน,งามวงศ์วาน,จตุจักร,
178,ตรงข้ามตลาดอมรพันธ์(ม.เกษตรศาสตร์) (ป้ายหาย),13.840381,100.574688,บางเขน,งามวงศ์วาน,จตุจักร,
179,ตลาดอมรพันธ์ (ซอยงามวงศ์วาน62),13.840342,100.574025,บางเขน,งามวงศ์วาน,จตุจักร,
180,ตรงข้าม ม.เกษตรศาสตร์ ประตู 1,13.84233369,100.5704944,บางเขน,งามวงศ์วาน,จตุจักร,
181,ตรงข้าม ม.เกษตรศาสตร์ ประตู 3,13.84475267,100.566156,บางเขน,งามวงศ์วาน,จตุจักร,
182,ตรงข้ามชินเขตน์ 2,13.85307,100.551237,ประชาชื่น,งามวงศ์วาน,จตุจักร,
183,ตรงข้ามชินเขตน์ 1 (นุกูลธร),13.854449,100.548732,ประชาชื่น,งามวงศ์วาน,จตุจักร,
184,ชินเขตน์ 1 (ซอยงามวงศ์วาน 45),13.854502,100.549324,ประชาชื่น,งามวงศ์วาน,หลักสี่,
185,ซอยจรัญสนิทวงศ์ 34/2,13.770342,100.479523,บางยี่ขัน,จรัญสนิทวงศ์,บางกอกน้อย,
186,ตรงข้ามวิทยาลัยเทคโนโลยีจรัญสนิทวงศ์ (ซอยจรัญสนิทวงศ์34),13.767217,100.476794,บางยี่ขัน,จรัญสนิทวงศ์,บางกอกน้อย,
