id,name,lat,long,police,road,district,description
385,แยกชักพระ (ป้ายหาย),13.782642,100.46443,ตลิ่งชัน,ชัยพฤกษ์,ตลิ่งชัน,
386,แยกชักพระ (ธนาคารออมสิน) (ป้ายหาย),13.780582,100.464982,ตลิ่งชัน,ชัยพฤกษ์,ตลิ่งชัน,
387,ซอยเชื่อมสัมพันธ์ 26,13.81446,100.841503,ลำผักชี,เชื่อมสัมพันธ์,หนองจอก,
388,ร้านอาหารเอออร่อย,13.811158,100.839994,ลำผักชี,เชื่อมสัมพันธ์,หนองจอก,
389,ซอยเชื่อมสัมพันธ์ 24 (ซอยเสริมประสิทธิ์),13.819177,100.843961,ลำผักชี,เชื่อมสัมพันธ์,หนองจอก,
390,ซอยเชื่อมสัมพันธ์ 14 (ตรงข้ามหมู่บ้านพิบูลทรัพย์),13.823214,100.846038,ลำผักชี,เชื่อมสัมพันธ์,หนองจอก,
391,โรงเรียนฝึกอาชีพกรุงเทพฯ(หนองจอก),13.828757,100.848867,ลำผักชี,เชื่อมสัมพันธ์,หนองจอก,
392,ซอยเชื่อมสัมพันธ์ 6,13.838143,100.853721,หนองจอก,เชื่อมสัมพันธ์,หนองจอก,
393,ม.เทคโนโลยีมหานคร 2,13.843107,100.856285,หนองจอก,เชื่อมสัมพันธ์,หนองจอก,
394,โรงพยาบาลสัตว์เล็ก ม.เทคโนโลยีมหานคร,13.846375,100.857984,หนองจอก,เชื่อมสัมพันธ์,หนองจอก,
395,เทสโก้โลตัส หนองจอก,13.85167163,100.8607676,หนองจอก,เชื่อมสัมพันธ์,หนองจอก,
396,ตรงข้ามเทสโก้โลตัส หนองจอก(ส.เชื่อมสัมพันธิ์),13.851319,100.860816,หนองจอก,เชื่อมสัมพันธ์,หนองจอก,
397,ตรงข้าม โรงพยาบาลสัตว์เล็กม.เทคโนโลยีมหานคร (ซอยเชื่อมสัมพันธ์ 11),13.846153,100.858134,หนองจอก,เชื่อมสัมพันธ์,หนองจอก,
398,ตรงข้าม ม.เทคโนโลยีมหานคร,13.842949,100.856476,หนองจอก,เชื่อมสัมพันธ์,หนองจอก,
399,ตรงข้ามซอยเชื่อมสัมพันธ์ 6,13.83832133,100.8541159,หนองจอก,เชื่อมสัมพันธ์,หนองจอก,
400,ตรงข้ามโรงเรียนฝึกอาชีพกรุงเทพฯ(หนองจอก),13.828601,100.84908,ลำผักชี,เชื่อมสัมพันธ์,หนองจอก,
401,ซอยหมู่บ้านพิบูลทรัพย์ (ซอยเชื่อมสัมพันธ์ 25),13.82301,100.846203,ลำผักชี,เชื่อมสัมพันธ์,หนองจอก,
402,ซอยเชื่อมสัมพันธ์ 29,13.820864,100.845106,ลำผักชี,เชื่อมสัมพันธ์,หนองจอก,
403,หมู่บ้านพนาสนธ์วิลล่า,13.819161,100.844233,ลำผักชี,เชื่อมสัมพันธ์,หนองจอก,
404,โรงฟักไข่หนองจอก 3 (ตรงข้ามซอยเชื่อมสัมพันธ์ 26) (ป้ายหาย*),13.814336,100.84172,ลำผักชี,เชื่อมสัมพันธ์,หนองจอก,
405,วัดสิตาราม (คอกหมู),13.75490878,100.5101921,นางเลิ้ง,ดำรงรักษ์,ป้อมปราบศัตรูพ่าย,
406,เดอะริช อเวนิว,13.754589,100.512342,นางเลิ้ง,ดำรงรักษ์,ป้อมปราบศัตรูพ่าย,
407,โรงแรมปริ้พาเลซ (โบ๊เบ๊ 2),13.754699,100.514392,นางเลิ้ง,ดำรงรักษ์,ป้อมปราบศัตรูพ่าย,
408,ท่ามหานาค,13.75503384,100.516152,นางเลิ้ง,ดำรงรักษ์,ป้อมปราบศัตรูพ่าย,
409,โบสถ์แม่พระฟาติมา,13.75982109,100.5559679,ดินแดง,อโศก-ดินแดง,ดินแดง,
410,ตรงข้ามโบสถ์แม่พระฟาติมา,13.76029,100.555579,ดินแดง,อโศก-ดินแดง,ดินแดง,
411,แฟลตดินแดง (ป้าย 2),13.76174967,100.552117,ดินแดง,ดินแดง,ดินแดง,
412,แฟลตดินแดง (ป้าย 1),13.760926,100.5537569,ดินแดง,ดินแดง,ดินแดง,
413,ตรงข้ามโรงเรียนพิบูลประชาสรรค์,13.76266817,100.5502947,ดินแดง,ดินแดง,ดินแดง,
414,ตลาดศรีวานิช,13.76337829,100.5458408,ดินแดง,ดินแดง,ดินแดง,
415,โรงเรียนพิบูลประชาสรรค์,13.76246339,100.5511271,ดินแดง,ดินแดง,ดินแดง,
416,สถาบันราชานุกูล,13.76143,100.553306,ดินแดง,ดินแดง,ดินแดง,
417,ตรงข้ามซอยโพธิ์ปั้น (ไอซีทาวเวอร์),13.75613813,100.5620939,ห้วยขวาง,อโศก-ดินแดง,ดินแดง,
418,ตรงข้ามตลาดขวัญพัฒนา (ซอยมหาวงศ์ใต้),13.75680349,100.5580687,ดินแดง,อโศก-ดินแดง,ดินแดง,
419,ตลาดขวัญพัฒนา (ซอยมหาวงศ์เหนือ),13.757169,100.558049,ดินแดง,อโศก-ดินแดง,ดินแดง,
420,ซอยโพธิ์ปั้น (ไปรษณีย์ดินแดง),13.756378,100.562334,ห้วยขวาง,อโศก-ดินแดง,ดินแดง,
421,สำนักงาน ป.ป.ส.,13.763324,100.544661,ดินแดง,ดินแดง,พญาไท,
422,ศาลาว่าการกรุงเทพมหานคร (ครัวอัปสร),13.755182,100.501531,สำราญราษฎร์,ดินสอ,พระนคร,
423,เสาชิงช้า,13.752765,100.501089,สำราญราษฎร์,ดินสอ,พระนคร,
424,ตรงข้ามศาลาว่าการกรุงเทพมหานคร,13.75450396,100.5012587,สำราญราษฎร์,ดินสอ,พระนคร,
425,โรงเรียนสตรีวิทยา,13.75799977,100.5021056,นางเลิ้ง,ดินสอ,พระนคร,
426,บ้านหม้อ (ตรอกมานุมาศ),13.7462429,100.4994524,พระราชวัง,ตรีเพชร,พระนคร,
427,พาหุรัด (ตรงข้ามโรงเรียนสวนกุหลาบ),13.743354,100.499002,พระราชวัง,ตรีเพชร,พระนคร,
428,โรงเรียนสวนกุหลาบวิทยาลัย,13.74268966,100.498664,พระราชวัง,ตรีเพชร,พระนคร,
429,วัดสุทัศน์,13.75072985,100.5003663,สำราญราษฎร์,ตีทอง,พระนคร,
430,ตรงข้ามวัดสุทัศน์ (ร้านวิจิตรพานิช),13.7512835,100.5003784,สำราญราษฎร์,ตีทอง,พระนคร,
431,โรงเรียนช่างอากาศอำรุง,13.797448,100.532219,เตาปูน,เตชะวณิช,ดุสิต,
432,แยกสะพานแดง (ตรงข้ามกรมสรรพาวุธทหารบก),13.79460914,100.5306917,เตาปูน,เตชะวณิช,ดุสิต,
433,กรมสรรพาวุธทหารบก (แยกสะพานแดง),13.79503086,100.5307414,เตาปูน,เตชะวณิช,ดุสิต,
434,ตรงข้ามโรงเรียนช่างอากาศอำรุง,13.79650989,100.5315488,เตาปูน,เตชะวณิช,ดุสิต,
435,ตรงข้ามวัดธรรมาภิรตาราม,13.79919401,100.5330176,เตาปูน,เตชะวณิช,ดุสิต,
436,เตาปูนแมนชั่น,13.801805,100.534555,เตาปูน,เตชะวณิช,บางซื่อ,
437,ตรงข้ามเตาปูนแมนชั่น (ศูนย์บริการสาธารสุข 3 บางซื่อ),13.80197,100.534516,เตาปูน,เตชะวณิช,บางซื่อ,
438,ตรงข้ามหลังตลาดเตาปูน (เฉลิมพันธ์เก่า),13.80579645,100.5324251,เตาปูน,ประชาราษฎร์ สาย 2,บางซื่อ,
439,ตรงข้ามมหาวิทยาลัยกรุงเทพธนบุรี,13.767989,100.344663,ธรรมศาลา,ทวีวัฒนา,ทวีวัฒนา,
440,มหาวิทยาลัยกรุงเทพธนบุรี,13.768789,100.344464,ธรรมศาลา,ทวีวัฒนา,ทวีวัฒนา,
441,หมู่บ้านฉัตรชัย (ซอยทวีพัฒนา 1),13.735468,100.360103,หนองค้างพลู,ทวีวัฒนา,หนองแขม,
442,ตรงข้ามหมู่บ้านฉัตรชัย,13.736146,100.359922,หนองค้างพลู,ทวีวัฒนา,หนองแขม,
443,โรงงานท่อน้ำไทย,13.730269,100.362534,หนองค้างพลู,ทวีวัฒนา,หนองแขม,
444,หมู่บ้านสินวงค์การ์เด้น,13.7176502,100.3686144,หนองค้างพลู,ทวีวัฒนา,หนองแขม,
445,หมู่บ้านเพชรเกษม 4,13.714333,100.370058,หนองค้างพลู,ทวีวัฒนา,หนองแขม,
446,ตรงข้ามหมู่บ้านสินวงค์การ์เด้น,13.718167,100.368228,หนองค้างพลู,ทวีวัฒนา,หนองแขม,
447,กองพลทหารปืนใหญ่ต่อสู้อากาศยาน (ปตอ.),13.79706312,100.5221413,เตาปูน,ทหาร,ดุสิต,
448,กรมทหารม้าที่ 1 รักษาพระองค์,13.795871,100.524903,เตาปูน,ทหาร,ดุสิต,
449,โรงเรียนทหารสรรพาวุธ,13.795545,100.525912,เตาปูน,ทหาร,ดุสิต,
450,ตรงข้ามกรมการทหารสื่อสาร,13.794251,100.528486,เตาปูน,ทหาร,ดุสิต,
451,กรมการทหารสื่อสาร,13.794016,100.528652,เตาปูน,ทหาร,ดุสิต,
452,ตรงข้ามกรมสรรพาวุธทหารบก,13.795035,100.526572,เตาปูน,ทหาร,ดุสิต,
453,วัดใหม่ทองเสน,13.796729,100.522592,เตาปูน,ทหาร,ดุสิต,
454,แยกถนนอิสระภาพ (ซอยท่าดินแดง1),13.729208,100.501109,สมเด็จเจ้าพระยา,ท่าดินแดง,ธนบุรี,
455,ตรงข้ามโรงเรียนกุลศิริ (ซอยท่าดินแดง 7),13.731478,100.50189,สมเด็จเจ้าพระยา,ท่าดินแดง,ธนบุรี,
456,ตรงข้ามตลาดท่าดินแดง,13.73367,100.502812,สมเด็จเจ้าพระยา,ท่าดินแดง,ธนบุรี,
457,โรงเรียนกุลศิริ (ซอยท่าดินแดง 10),13.731505,100.502022,สมเด็จเจ้าพระยา,ท่าดินแดง,ธนบุรี,
458,ตลาดท่าดินแดง,13.733427,100.502564,สมเด็จเจ้าพระยา,ท่าดินแดง,ธนบุรี,
459,ท่าน้ำดินแดง,13.735855,100.503442,สมเด็จเจ้าพระยา,ท่าดินแดง,ธนบุรี,
460,วัดขุนจันทร์ (ซอยเทอดไท 30),13.71887992,100.4713244,ตลาดพลู,เทอดไท,ธนบุรี,
461,วัดโพธิ์ (ถนนมหาราช),13.74693939,100.4920347,พระราชวัง,ท้ายวัง,พระนคร,
462,สถานีรถไฟฟ้าเอ็มอาร์ที บางซื่อ(ทางออก 1),13.802002,100.538845,เตาปูน,เทอดดำริ,บางซื่อ,
463,ตรงข้ามตึก SCG,13.80362631,100.5375776,บางซื่อ,ปูนซิเมนต์ไทย,บางซื่อ,
464,สถานีรถไฟสามเสน,13.780174,100.530088,ดุสิต,เทอดดำริ,พญาไท,
465,ซอยเทอดไท 38 (ตรงข้ามวัดนางชีโชติการาม),13.718638,100.468246,บางขุนเทียน,เทอดไท,ภาษีเจริญ,
466,วัดนาคปรก (ซอยเทอดไท 47),13.71860994,100.4677371,บางขุนเทียน,เทอดไท,ภาษีเจริญ,
467,ซอยเทอดไท 37 (ตรงข้ามวัดขุนจันทร์),13.718638,100.4713279,ตลาดพลู,เทอดไท,ธนบุรี,
468,ซอยเทอดไท 22 (ตรงข้ามโรงพยาบาลเยาวรักษ์),13.72026809,100.4747467,ตลาดพลู,เทอดไท,ธนบุรี,
469,ใต้สะพานตลาดพลู,13.72093143,100.4771398,ตลาดพลู,เทอดไท,ธนบุรี,
470,ศูนย์บริการสาธารสุขที่ 27,13.721909,100.481027,ตลาดพลู,เทอดไท,ธนบุรี,
471,วัดกลางตลาดพลู (วัดจันทารามวรวิหาร),13.721789,100.480114,ตลาดพลู,เทอดไท,ธนบุรี,
472,วัดอินทารามวรวิหาร,13.722875,100.483746,บางยี่เรือ,เทอดไท,ธนบุรี,มติ 1 ก.ย. 2520
473,สำนักงานเขตธนบุรี (วัดเวฬุราชิน),13.725289,100.486227,บางยี่เรือ,เทอดไท,ธนบุรี,
474,ตรงข้ามสำนักงานเขตธนบุรี(ไปรษณีย์ ตลาดพลู),13.724454,100.485624,บางยี่เรือ,เทอดไท,ธนบุรี,
475,ซอยเทอดไท 19 (สาธารณสุขตลาดพลู),13.722588,100.483461,บางยี่เรือ,เทอดไท,ธนบุรี,
476,สถานีรถไฟตลาดพลู (ซอยเทอดไท29),13.720599,100.476331,ตลาดพลู,เทอดไท,ธนบุรี,ป้ายไม่ตรงตามมติ68/2538
477,ซอยเทอดไท 35 (ตรงข้ามโรงเรียนพรประสาทวิทยา),13.719753,100.473441,ตลาดพลู,เทอดไท,ธนบุรี,
478,สยามนิรมิต,13.767468,100.577223,ห้วยขวาง,เทียมร่วมมิตร,ห้วยขวาง,
479,ตรงข้ามศูนย์วัฒนธรรมแห่งประเทศไทย,13.76785931,100.5747464,ห้วยขวาง,เทียมร่วมมิตร,ห้วยขวาง,
480,(ยกเลิก) ตรงข้ามสยามนิรมิตร,13.767301,100.577399,ห้วยขวาง,เทียมร่วมมิตร,ห้วยขวาง,
481,โรงแรมปีบอิน,13.766677,100.582499,ห้วยขวาง,เทียมร่วมมิตร,ห้วยขวาง,
482,ตรงข้ามไปรษณีย์ ห้วยขวาง,13.768163,100.586419,ห้วยขวาง,เทียมร่วมมิตร,ห้วยขวาง,
483,ไปรษณีย์ ห้วยขวาง (ป้ายหาย),13.767842,100.586308,ห้วยขวาง,เทียมร่วมมิตร,ห้วยขวาง,
484,กรมสรรพสามิตร,13.777246,100.526327,ดุสิต,นครไชยศรี,ดุสิต,
485,ตลาดศรีราชวัตร,13.77864909,100.5237846,ดุสิต,นครไชยศรี,ดุสิต,
486,อัมพวัน (สถาบันพัฒนาคุณภาพวิชาการ (พว.)),13.780093,100.521152,สามเสน,นครไชยศรี,ดุสิต,
487,ซอยพิชัย 4 (ตรงข้ามซอยนรอุทิศ),13.78138025,100.5188126,สามเสน,นครไชยศรี,ดุสิต,
488,ซอยวัดแคใต้,13.7822988,100.5172048,สามเสน,นครไชยศรี,ดุสิต,
489,ซอยวัดสวัสดิวารีสีมาราม,13.78309758,100.5157501,สามเสน,นครไชยศรี,ดุสิต,
490,ตรงข้ามกรมสรรพสามิตร(สวรรคโลก) (ป้ายหาย),13.777109,100.52681,ดุสิต,นครไชยศรี,ดุสิต,
491,ตรงข้ามสำนักงานประปาสาขาแม้นศรี,13.775489,100.529788,พญาไท,นครไชยศรี,พญาไท,
492,มหาวิทยาลัยเทคโนโลยีราชมงคลพระนคร วิทยาเขตชุมพรเขตอุดมศักดิ์,13.76121134,100.5145858,นางเลิ้ง,นครสวรรค์,ดุสิต,
493,ซอยนครสวรรค์ 2,13.75909716,100.5111202,นางเลิ้ง,นครสวรรค์,ป้อมปราบศัตรูพ่าย,
494,ราชดำเนินคอนโดมิเนียม (ตรงข้ามซอยนครสวรรค์ 1),13.75783635,100.5089338,นางเลิ้ง,นครสวรรค์,ป้อมปราบศัตรูพ่าย,
495,สถานีตำรวจนครบาลนางเลิ้ง (แยกผ่านฟ้า),13.757117,100.5073114,นางเลิ้ง,นครสวรรค์,ป้อมปราบศัตรูพ่าย,
496,แยกผ่านฟ้า (ขาออก),13.7568092,100.5068407,นางเลิ้ง,นครสวรรค์,ป้อมปราบศัตรูพ่าย,
497,ตรงข้ามโรงเรียนเจริญศึกษา,13.75866322,100.5102247,นางเลิ้ง,นครสวรรค์,ป้อมปราบศัตรูพ่าย,
498,ตรงข้ามตลาดนางเลิ้ง (ซอยนครสวรรค์ 7),13.75964036,100.5118896,นางเลิ้ง,นครสวรรค์,ป้อมปราบศัตรูพ่าย,
499,ซอยนครสวรรค์ 12 (กรมการปกครอง (วังไชยา)),13.760673,100.513842,นางเลิ้ง,นครสวรรค์,ป้อมปราบศัตรูพ่าย,
500,(ไม่อนุมัติ) ซอยนราธิวาสราชนครินทร์ 1,13.72717,100.527863,บางรัก,นราธิวาสราชนครินทร์,บางรัก,
501,โรงเบียร์เยอรมันตะวันแดง พระราม3,13.696815,100.545184,ทุ่งมหาเมฆ,นราธิวาสราชนครินทร์,ยานนาวา,
502,เทสโก้โลตัส พระราม 3,13.698772,100.542621,บางโพงพาง,นราธิวาสราชนครินทร์,ยานนาวา,
503,วัดโพธิ์แมนคุณาราม,13.701796,100.540418,บางโพงพาง,นราธิวาสราชนครินทร์,ยานนาวา,
504,ซอยนราธิวาสราชนครินทร์ 20,13.70587078,100.5380848,บางโพงพาง,นราธิวาสราชนครินทร์,ยานนาวา,
505,แม็คโครสาทร,13.710086,100.535897,ยานนาวา,นราธิวาสราชนครินทร์,สาทร,
506,ตรงข้ามแม็คโครสาทร,13.709441,100.53675,ทุ่งมหาเมฆ,นราธิวาสราชนครินทร์,ยานนาวา,
507,โรงเรียนอนุบาลจันทร์เจ้า,13.70537278,100.5388473,ทุ่งมหาเมฆ,นราธิวาสราชนครินทร์,ยานนาวา,
508,สามย่านซีฟู้ดส์ (แยกนางลิ้นจี่),13.70223528,100.5406496,ทุ่งมหาเมฆ,นราธิวาสราชนครินทร์,ยานนาวา,
509,โชว์รูมฮอนด้า สาขาถนนนราธิวาสราชนครินทร์,13.6991146,100.5429322,ทุ่งมหาเมฆ,นราธิวาสราชนครินทร์,ยานนาวา,
510,สำนักงานเขตยานนาวา (บีอาร์ทีนราราม 3),13.69611612,100.5453497,บางโพงพาง,นราธิวาสราชนครินทร์,ยานนาวา,
511,ซอยนราธิวาสราชนครินทร์ 10,13.714709,100.533627,ยานนาวา,นราธิวาสราชนครินทร์,สาทร,
512,ซอยนราธิวาสราชนครินทร์ 6,13.717361,100.532294,ยานนาวา,นราธิวาสราชนครินทร์,สาทร,
513,ซอยนราธิวาสราชนครินทร์ 4 (อาคารเอ็มไพร์เพลส),13.719049,100.531437,ยานนาวา,นราธิวาสราชนครินทร์,สาทร,
514,สถานีรถไฟฟ้าบีทีเอส ช่องนนทรี,13.72358224,100.5292005,ยานนาวา,นราธิวาสราชนครินทร์,สาทร,
515,สถานีรถไฟฟ้าบีทีเอส ช่องนนทรี(ป้ายหาย),13.724524,100.529222,ทุ่งมหาเมฆ,นราธิวาสราชนครินทร์,สาทร,
516,ซอยนราธิวาสราชนครินทร์ 7 (ตรงข้ามเอ็มไพร์ทาวเวอร์),13.720471,100.531256,ทุ่งมหาเมฆ,นราธิวาสราชนครินทร์,สาทร,
517,ซอยนราธิวาสราชนครินทร์ 15,13.71589046,100.5334981,ทุ่งมหาเมฆ,นราธิวาสราชนครินทร์,สาทร,
518,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,13.713578,100.534685,ทุ่งมหาเมฆ,นราธิวาสราชนครินทร์,สาทร,
519,สำนักงานเขตบางรัก (ตรงข้ามสน.บางรัก),13.72980563,100.5236826,บางรัก,นเรศ,บางรัก,
520,ไปรษณีย์ จรเข้บัว (สหฟาร์ม),13.83361692,100.6602004,โคกคราม,นวมินทร์,คันนายาว,
521,คอนโดลุมพินี (ตรงข้ามซอยอมรวิวัฒน์),13.83648357,100.6617012,โคกคราม,นวมินทร์,คันนายาว,
522,ซอยนวมินทร์ 163 (ซอยอมรวิวัฒน์),13.83607427,100.6612381,โคกคราม,นวมินทร์,คันนายาว,
523,ซอยนวมินทร์ 98 (ตรงข้ามไปรษณีย์จรเข้บัว),13.83408982,100.6606889,โคกคราม,นวมินทร์,คันนายาว,
524,หมวดการทางบางกะปิ (ตรงข้ามซอยนวมินทร์ 4),13.76961413,100.6473144,ลาดพร้าว,นวมินทร์,บางกะปิ,
525,โรงเรียนบ้านบางกะปิ,13.77162255,100.6471474,ลาดพร้าว,นวมินทร์,บางกะปิ,
526,ตรงข้ามการเคหะแห่งชาติ คลองจั่น,13.77416356,100.6457943,ลาดพร้าว,นวมินทร์,บางกะปิ,
527,ซอยนวมินทร์ 17,13.775515,100.645076,ลาดพร้าว,นวมินทร์,บางกะปิ,
528,ตรงข้ามสนามกีฬาคลองจั่น (ซอยนวมินทร์ 33),13.777883,100.644414,ลาดพร้าว,นวมินทร์,บางกะปิ,
529,สำนักงานที่ดินกรุงเทพมหานครสาขาบางกะปิ,13.783688,100.647143,ลาดพร้าว,นวมินทร์,บางกะปิ,
530,ตรงข้ามสำนักงานที่ดินกรุงเทพมหานคร สาขาบางกะปิ,13.783037,100.646987,ลาดพร้าว,นวมินทร์,บางกะปิ,
531,แยกแฮปปี้แลนด์ (ซอยนวมินทร์ 16),13.78188198,100.6461644,ลาดพร้าว,นวมินทร์,บางกะปิ,
532,สนามกีฬาคลองจั่น,13.778101,100.644609,ลาดพร้าว,นวมินทร์,บางกะปิ,
533,ซอยนวมินทร์ 10,13.775632,100.64529,ลาดพร้าว,นวมินทร์,บางกะปิ,
534,การเคหะแห่งชาติคลองจั่น,13.774251,100.645989,ลาดพร้าว,นวมินทร์,บางกะปิ,
535,ตรงข้ามโรงเรียนบ้านบางกะปิ,13.77153634,100.6473765,ลาดพร้าว,นวมินทร์,บางกะปิ,
536,ตรงข้ามสรรพากรพื้นที่กรุงเทพมหานคร 18 (ซอยนวมินทร์6),13.77011459,100.6474929,ลาดพร้าว,นวมินทร์,บางกะปิ,
537,ตรงข้ามสถานีตำรวจนครบาลลาดพร้าว,13.76740608,100.6478709,ลาดพร้าว,นวมินทร์,บางกะปิ,
538,โรงเรียนเบญจมินทร์,13.81740849,100.6534769,โคกคราม,นวมินทร์,บึงกุ่ม,
539,เคหะนวมินทร์,13.82215154,100.6552769,โคกคราม,นวมินทร์,บึงกุ่ม,
540,ซอยนวมินทร์ 151 (หมู่บ้านเอื้องสุข),13.82805998,100.6578194,โคกคราม,นวมินทร์,บึงกุ่ม,
541,หมู่บ้านวังทอง,13.78583781,100.6485938,ลาดพร้าว,นวมินทร์,บึงกุ่ม,
542,ตรงข้ามหมู่บ้านศรีนครพัฒนา (ซอยนวมินทร์ 61),13.78728,100.649587,ลาดพร้าว,นวมินทร์,บึงกุ่ม,4/10/2520 จุดที่ 2
543,โรงเรียนโสมาภา,13.79002578,100.6514343,ลาดพร้าว,นวมินทร์,บึงกุ่ม,
544,ซอยพึ่งบุญ (ซอยนวมินทร์ 69),13.79282944,100.652247,ลาดพร้าว,นวมินทร์,บึงกุ่ม,
545,ตลาดอินทรารักษ์ (ซอยนวมินทร์ 73),13.79422098,100.6516552,ลาดพร้าว,นวมินทร์,บึงกุ่ม,
546,ซอยนวมินทร์ 83 (ตรงข้ามสันติอโศก),13.79727919,100.6502336,ลาดพร้าว,นวมินทร์,บึงกุ่ม,
547,ซอยนวมินทร์ 89,13.79911041,100.6494199,ลาดพร้าว,นวมินทร์,บึงกุ่ม,
548,ซอยโพธิ์แก้ว (ตรงข้ามโรงเรียนวัดบางเตย),13.8024713,100.6478804,ลาดพร้าว,นวมินทร์,บึงกุ่ม,ป้ายไม่ตรงตามมติครั้งที่ 7/2550
549,หมู่บ้านสามัคคี (ซอยนวมินทร์ 107),13.80592128,100.6481533,ลาดพร้าว,นวมินทร์,บึงกุ่ม,
550,ตลาดนวลจันทร์ (ตรงข้ามหมู่บ้านธนะสิน),13.80869333,100.6494922,โคกคราม,นวมินทร์,บึงกุ่ม,
551,ตรงข้ามตลาดปัฐวิกรณ์,13.81292267,100.6513117,โคกคราม,นวมินทร์,บึงกุ่ม,
552,ตรงข้ามโรงเรียนบดินทรเดชา (สิงห์สิงหเสนี 2),13.81508876,100.6521583,โคกคราม,นวมินทร์,บึงกุ่ม,
553,ตรงข้ามโรงเรียนเบญจมินทร์,13.81788055,100.653425,โคกคราม,นวมินทร์,บึงกุ่ม,
554,ปราสาททองโอสถ (ซอยนวมินทร์76),13.819301,100.654303,โคกคราม,นวมินทร์,บึงกุ่ม,
555,ไทวัสดุ นวมินทร์ (ตรงข้ามโลตัสสุขาภิบาล 1),13.82384302,100.6560334,โคกคราม,นวมินทร์,บึงกุ่ม,
556,ตรงข้ามโรงพยาบาลพญาไท นวมินทร์,13.82605338,100.6569717,โคกคราม,นวมินทร์,บึงกุ่ม,
557,โรงเรียนนวมินทราชูทิศ (ป้ายหาย*),13.83040433,100.6588286,โคกคราม,นวมินทร์,บึงกุ่ม,
558,ตรงข้ามโรงเรียนนวมินทราชูทิศ,13.83013164,100.6589358,โคกคราม,นวมินทร์,บึงกุ่ม,
559,หมู่บ้านอัมรินทร์นิเวศน์ 2 (ซอยนวมินทร์ 90),13.827765,100.657966,โคกคราม,นวมินทร์,บึงกุ่ม,
560,โรงพยาบาลพญาไท นวมินทร์,13.82614459,100.6572921,โคกคราม,นวมินทร์,บึงกุ่ม,
561,ซอยนวมินทร์ 80 (ตรงข้ามเคหะนวมินทร์),13.82159647,100.6553128,โคกคราม,นวมินทร์,บึงกุ่ม,
562,ซอยนวมินทร์ 135,13.82009249,100.6543896,โคกคราม,นวมินทร์,บึงกุ่ม,
563,โรงเรียนบดินทรเดชา (สิงห์สิงหเสนี2),13.814392,100.652191,โคกคราม,นวมินทร์,บึงกุ่ม,
564,หมู่บ้านปัฐวิกรณ์,13.81242064,100.6513829,โคกคราม,นวมินทร์,บึงกุ่ม,
565,หมู่บ้านธนะสิน (ซอยนวมินทร์ 68),13.8080643,100.6494492,โคกคราม,นวมินทร์,บึงกุ่ม,
566,ซอยนวมินทร์ 58 (ตรงข้ามหมู่บ้านสินธานี 1),13.80023245,100.6491436,ลาดพร้าว,นวมินทร์,บึงกุ่ม,
567,สันติอโศก (ซอยนวมินทร์ 52),13.7973619,100.6504048,ลาดพร้าว,นวมินทร์,บึงกุ่ม,
568,ตรงข้ามตลาดอินทรารักษ์ (ซอยนวมินทร์ 38),13.79490638,100.6515504,ลาดพร้าว,นวมินทร์,บึงกุ่ม,
569,หมู่บ้านธารทิพย์ (ตรงข้ามโรงเรียนโสมาภา),13.78990214,100.6516409,ลาดพร้าว,นวมินทร์,บึงกุ่ม,
570,หมู่บ้านศรีนครพัฒนา (ซอยนวมินทร์ 24) (ป้ายหาย),13.78778,100.650218,ลาดพร้าว,นวมินทร์,บึงกุ่ม,-
571,ตรงข้ามหมู่บ้านวังทอง,13.78570162,100.6487539,ลาดพร้าว,นวมินทร์,บึงกุ่ม,
572,เทสโก้โลตัส สุขาภิบาล 1,13.82416227,100.6564068,โคกคราม,นวมินทร์,บึงกุ่ม,
573,ธนาคารกสิกรไทย สาขานวมินทร์36 (หมู่บ้านปรีชา 2),13.79316032,100.6523409,ลาดพร้าว,นวมินทร์,บึงกุ่ม,
574,ซอยนวลจันทร์ 9 (หมู่บ้านสินธานี 3),13.815569,100.646014,โคกคราม,นวลจันทร์,บึงกุ่ม,
575,ซอยนวลจันทร์ 3 (หมู่บ้านนวลจันทร์วิลล่า),13.81386074,100.6467526,โคกคราม,นวลจันทร์,บึงกุ่ม,
576,ซอยนวลจันทร์ 13 (หมู่บ้านตัญญาเฮ้าส์),13.818271,100.64467,โคกคราม,นวลจันทร์,บึงกุ่ม,
577,ตรงข้ามซอยนวลจันทร์ 22,13.821204,100.643202,โคกคราม,นวลจันทร์,บึงกุ่ม,
578,ตรงข้ามซอยนวลจันทร์ 26,13.824087,100.641806,โคกคราม,นวลจันทร์,บึงกุ่ม,
579,ตรงข้ามซอยนวลจันทร์ 32,13.825739,100.640909,โคกคราม,นวลจันทร์,บึงกุ่ม,ป้ายไม่ตรงมติครั้งที่8/2532
580,หมู่บ้านปริญสิริ นวลจันทร์,13.82797046,100.639547,โคกคราม,นวลจันทร์,บึงกุ่ม,
581,ซอยนวลจันทร์ 21,13.829614,100.63835,โคกคราม,นวลจันทร์,บึงกุ่ม,
582,คาซ่าซิตี้ นวลจันทร์ 1,13.832949,100.637598,โคกคราม,นวลจันทร์,บึงกุ่ม,
583,ตรงข้ามวัดนวลจันทร์ (ซอยนวลจันทร์ 29),13.836309,100.636789,โคกคราม,นวลจันทร์,บึงกุ่ม,
